"text","created","url","latitude","longitude","retweetCount","hashtag"
"Have you heard <e2><80><98>#TheWrapUP EP. 8<e2><80><99> by TheDopeSpotSA on #SoundCloud? #np https://t.co/jgpQxTjQ0A",2017-08-11 22:08:25,"https://twitter.com/TheDopeSpotSA/status/896131213928177664",NA,NA,0,"#soundcloud"
"Listen to 11 11 - I Hear Her Calling Me by Guy Gerber #np on #SoundCloud
https://t.co/UzCLSoecov",2017-08-11 22:08:17,"https://twitter.com/lauriekit/status/896131180994600960",NA,NA,1,"#soundcloud"
"Listen to Live from the Walls by GOAT #np on #SoundCloud
https://t.co/D7lWcS70PM",2017-08-11 22:08:16,"https://twitter.com/GoatTheKid/status/896131177416769536",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>W T F feat. YVNG ROB (Prod Verde)<e2><80><99> by @ProdVerde on #SoundCloud? #np https://t.co/EPjxi3Ceyh",2017-08-11 22:08:02,"https://twitter.com/ProdVerde/status/896131119375982592",NA,NA,1,"#soundcloud"
"5,000 SOUND CLOUD PLAYS &amp; 100 GROUPS SERVICED for $25! https://t.co/wTAKidOGq9 #SoundCloud",2017-08-11 22:08:00,"https://twitter.com/ElectMusicCafe/status/896131109737476097",NA,NA,0,"#soundcloud"
"Listen to A Lannister Always Pay His Debts - Game of Thrones by Game of Thrones Songs #np on #SoundCloud
https://t.co/PQRtQH5xNi",2017-08-11 22:07:46,"https://twitter.com/hyaam74/status/896131051449233408",NA,NA,0,"#soundcloud"
"A new favorite: hyleo x sakuraburst - Galaxy Cutter by @_hyleo https://t.co/qHgSZZkZZg on #SoundCloud",2017-08-11 22:07:45,"https://twitter.com/SpaceKraftX/status/896131046839799808",NA,NA,0,"#soundcloud"
"My new sounds: BLUE ACA(2) 140-By Ashley https://t.co/9kXG4DNF2X on #SoundCloud",2017-08-11 22:07:45,"https://twitter.com/NateVizzle/status/896131046604890112",NA,NA,0,"#soundcloud"
"Listen to Don't Fall In Love It's A Trap (Vol. 2) [Mix] by wattzbeatz #np on #SoundCloud
https://t.co/EHXdn1ABLQ 
<ed><a0><bd><ed><b9><8c><ed><a0><bd><ed><b9><8c><ed><a0><bd><ed><b9><8c> fire 
@wattzbeatz",2017-08-11 22:07:31,"https://twitter.com/OutonbailBully/status/896130988241059840",NA,NA,0,"#soundcloud"
"Have you heard <e2><80><98>Mental<e2><80><99> by @sosalomo on #SoundCloud? #np https://t.co/mb0x8u8TZv",2017-08-11 22:07:22,"https://twitter.com/sosalomo/status/896130950467272705",NA,NA,8,"#soundcloud"
"Listen to $MOKE BREAK by MXNACE II SXCIETY #np on #SoundCloud https://t.co/X0fi5mG619",2017-08-11 22:07:21,"https://twitter.com/blane____/status/896130946050605056",NA,NA,0,"#soundcloud"
